epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,7382.11,0.65575,0.69338,1.03648,0.9659,0.94175,0.97693,0.8826,0.43942,0.43358,0.93274,0.005842,0.005842,0.005842
44,7514.51,0.65568,0.6983,1.03601,0.97676,0.93941,0.97791,0.88595,0.43733,0.43105,0.93385,0.005743,0.005743,0.005743
45,7646.87,0.65017,0.68981,1.03202,0.97316,0.93987,0.97923,0.88683,0.4325,0.4258,0.92949,0.005644,0.005644,0.005644
46,7779.17,0.64578,0.68286,1.02865,0.96972,0.94925,0.97893,0.88716,0.43151,0.41967,0.92797,0.005545,0.005545,0.005545
47,7911.6,0.64306,0.66853,1.02657,0.97622,0.94551,0.98014,0.89228,0.42433,0.41224,0.92377,0.005446,0.005446,0.005446
48,8044.14,0.64128,0.668,1.02109,0.97467,0.94952,0.9806,0.89201,0.42209,0.41165,0.92006,0.005347,0.005347,0.005347
49,8176.39,0.63843,0.6684,1.02368,0.97772,0.9468,0.98072,0.8954,0.41902,0.41083,0.91928,0.005248,0.005248,0.005248
50,8308.7,0.62654,0.6498,1.01269,0.98115,0.942,0.98058,0.89503,0.41583,0.40554,0.91635,0.005149,0.005149,0.005149
51,8441,0.62635,0.64769,1.01165,0.9796,0.94508,0.9817,0.89457,0.4153,0.405,0.91467,0.00505,0.00505,0.00505
52,8573.2,0.63111,0.65067,1.01779,0.96928,0.95664,0.98183,0.89636,0.41192,0.40098,0.91281,0.004951,0.004951,0.004951
53,8705.79,0.62095,0.64779,1.01076,0.97995,0.95227,0.98291,0.89772,0.41176,0.39712,0.91184,0.004852,0.004852,0.004852
54,8837.73,0.6195,0.63243,1.00878,0.98263,0.9526,0.983,0.90041,0.40594,0.39281,0.90897,0.004753,0.004753,0.004753
55,8970.01,0.62143,0.63095,1.00918,0.97984,0.95449,0.98326,0.90136,0.40538,0.3896,0.90829,0.004654,0.004654,0.004654
56,9102.36,0.61383,0.63,1.00686,0.97699,0.95616,0.98383,0.90154,0.40465,0.38636,0.90671,0.004555,0.004555,0.004555
57,9234.6,0.60909,0.61876,0.9977,0.98141,0.95717,0.98393,0.90408,0.40047,0.38353,0.90404,0.004456,0.004456,0.004456
58,9366.97,0.60858,0.61374,0.99973,0.97684,0.96082,0.98495,0.9047,0.39952,0.37988,0.90333,0.004357,0.004357,0.004357
59,9499.41,0.60273,0.60802,0.99728,0.98091,0.95977,0.98497,0.906,0.39727,0.37787,0.90173,0.004258,0.004258,0.004258
60,9631.76,0.60529,0.61228,0.99943,0.98393,0.96048,0.98497,0.90593,0.39391,0.3772,0.90009,0.004159,0.004159,0.004159
61,9763.8,0.598,0.60317,0.99534,0.98793,0.95924,0.98544,0.90664,0.39511,0.37504,0.89979,0.00406,0.00406,0.00406
