epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,8598.88,0.37915,0.26397,0.82898,0.99221,0.98593,0.99152,0.95331,0.24591,0.15743,0.78772,0.004258,0.004258,0.004258
60,8714.38,0.38044,0.26179,0.82896,0.99488,0.98516,0.99191,0.95384,0.24616,0.15507,0.78752,0.004159,0.004159,0.004159
61,8829.75,0.36984,0.25426,0.82865,0.99488,0.98547,0.99176,0.9541,0.24232,0.15404,0.78687,0.00406,0.00406,0.00406
62,8945.35,0.36951,0.25733,0.82807,0.9936,0.98696,0.9921,0.95431,0.23881,0.15312,0.78623,0.003961,0.003961,0.003961
63,9061.05,0.3673,0.25345,0.82655,0.99336,0.98776,0.99168,0.95481,0.23599,0.15185,0.7855,0.003862,0.003862,0.003862
64,9176.96,0.35959,0.24685,0.82351,0.99435,0.98861,0.99195,0.95596,0.23206,0.14941,0.78468,0.003763,0.003763,0.003763
65,9292.36,0.36269,0.25224,0.8284,0.9937,0.98863,0.99196,0.956,0.23053,0.15024,0.78412,0.003664,0.003664,0.003664
66,9408.1,0.35605,0.24952,0.8256,0.99194,0.98908,0.99189,0.95629,0.22966,0.1496,0.78396,0.003565,0.003565,0.003565
67,9523.51,0.35724,0.24383,0.82121,0.99391,0.98709,0.99195,0.95728,0.2288,0.14934,0.78366,0.003466,0.003466,0.003466
68,9639.12,0.35549,0.24576,0.82342,0.99467,0.98713,0.99201,0.95768,0.22672,0.14868,0.78341,0.003367,0.003367,0.003367
69,9755.04,0.35144,0.24139,0.82189,0.99331,0.98814,0.99211,0.95821,0.22603,0.14894,0.78281,0.003268,0.003268,0.003268
70,9870.56,0.34593,0.23803,0.82025,0.99309,0.98862,0.99218,0.95887,0.22355,0.14842,0.78252,0.003169,0.003169,0.003169
71,9986.1,0.3439,0.23897,0.81548,0.99362,0.98745,0.99192,0.95973,0.22335,0.1486,0.78245,0.00307,0.00307,0.00307
72,10101.9,0.34326,0.23539,0.81921,0.99394,0.98705,0.9922,0.95955,0.22313,0.14901,0.78225,0.002971,0.002971,0.002971
73,10217.1,0.34025,0.23714,0.81799,0.9933,0.98776,0.99222,0.96002,0.22178,0.14855,0.78188,0.002872,0.002872,0.002872
74,10332.8,0.33898,0.23483,0.8184,0.99378,0.98764,0.9923,0.95998,0.22142,0.1484,0.78173,0.002773,0.002773,0.002773
75,10448.6,0.33282,0.22964,0.81427,0.99327,0.98842,0.99237,0.96046,0.22062,0.14837,0.78154,0.002674,0.002674,0.002674
76,10564.4,0.33189,0.23296,0.81651,0.99499,0.98637,0.99242,0.96079,0.21962,0.14732,0.78124,0.002575,0.002575,0.002575
77,10680,0.3267,0.2267,0.81224,0.99334,0.98868,0.99245,0.96093,0.21935,0.14708,0.78103,0.002476,0.002476,0.002476
78,10795.6,0.32492,0.22509,0.81288,0.99293,0.98878,0.9925,0.96113,0.21758,0.14686,0.78063,0.002377,0.002377,0.002377
79,10911.3,0.32112,0.22229,0.80857,0.99342,0.98883,0.99259,0.96189,0.2164,0.14581,0.78027,0.002278,0.002278,0.002278
80,11026.8,0.32406,0.22505,0.81214,0.99365,0.98901,0.99262,0.9626,0.21488,0.14416,0.77991,0.002179,0.002179,0.002179
81,11143.5,0.3214,0.22273,0.81039,0.99421,0.98897,0.99266,0.96274,0.21439,0.14325,0.77963,0.00208,0.00208,0.00208
