epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,5596.21,0.42799,0.35086,0.84533,0.98837,0.97307,0.98591,0.93028,0.27671,0.19571,0.79514,0.00406,0.00406,0.00406
62,5671.02,0.42467,0.34937,0.84533,0.98873,0.97368,0.98609,0.92951,0.27527,0.19293,0.795,0.003961,0.003961,0.003961
63,5745.67,0.42599,0.35056,0.84289,0.99005,0.97201,0.98609,0.93144,0.27309,0.19241,0.7941,0.003862,0.003862,0.003862
64,5820.24,0.42206,0.34692,0.84661,0.99087,0.97351,0.98613,0.9313,0.27126,0.19202,0.79348,0.003763,0.003763,0.003763
65,5895.2,0.42453,0.35387,0.84533,0.98976,0.9745,0.98645,0.93181,0.2702,0.19054,0.79326,0.003664,0.003664,0.003664
66,5969.79,0.4202,0.34308,0.84281,0.98838,0.97709,0.98657,0.93247,0.26971,0.18947,0.79314,0.003565,0.003565,0.003565
67,6044.54,0.41715,0.34444,0.84561,0.98919,0.97645,0.98669,0.93259,0.26763,0.18811,0.79279,0.003466,0.003466,0.003466
68,6119.61,0.41058,0.3335,0.84103,0.9911,0.97637,0.98684,0.93351,0.26668,0.18695,0.79245,0.003367,0.003367,0.003367
69,6194.22,0.40986,0.32982,0.84268,0.99146,0.97598,0.987,0.93413,0.26352,0.18501,0.79188,0.003268,0.003268,0.003268
70,6268.95,0.40657,0.3345,0.84014,0.99041,0.97755,0.98705,0.93488,0.26192,0.1843,0.79128,0.003169,0.003169,0.003169
71,6343.48,0.4043,0.33297,0.84053,0.98912,0.97903,0.98724,0.93583,0.26074,0.18365,0.79107,0.00307,0.00307,0.00307
72,6417.97,0.40088,0.3227,0.83975,0.98925,0.97888,0.98722,0.93572,0.26012,0.1829,0.79071,0.002971,0.002971,0.002971
73,6492.83,0.40647,0.3296,0.83988,0.98996,0.97874,0.98699,0.93611,0.25844,0.18084,0.79037,0.002872,0.002872,0.002872
74,6567.26,0.39683,0.32238,0.83623,0.98864,0.97933,0.98744,0.93713,0.25637,0.18012,0.78996,0.002773,0.002773,0.002773
75,6641.83,0.39409,0.32351,0.83823,0.98912,0.97952,0.98757,0.93763,0.25469,0.17941,0.78949,0.002674,0.002674,0.002674
76,6716.47,0.39504,0.32264,0.83747,0.98882,0.98024,0.98772,0.93814,0.25423,0.17858,0.78931,0.002575,0.002575,0.002575
77,6791,0.39266,0.31562,0.83484,0.98919,0.97942,0.98784,0.93912,0.2531,0.17774,0.78897,0.002476,0.002476,0.002476
