epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,10123.6,0.55731,0.49907,0.98329,0.99042,0.97288,0.99094,0.92173,0.36305,0.30954,0.88881,0.005842,0.005842,0.005842
44,10316.5,0.55447,0.49938,0.98299,0.9901,0.97546,0.99108,0.92205,0.35916,0.30384,0.88678,0.005743,0.005743,0.005743
45,10509.5,0.54835,0.49203,0.97718,0.9923,0.97513,0.9913,0.92069,0.36208,0.30344,0.88809,0.005644,0.005644,0.005644
46,10702.8,0.54601,0.49017,0.97765,0.98924,0.97875,0.99166,0.92202,0.35775,0.29941,0.88563,0.005545,0.005545,0.005545
47,10895.4,0.54265,0.48446,0.97649,0.99149,0.97417,0.99143,0.92513,0.34778,0.2974,0.87902,0.005446,0.005446,0.005446
48,11088.3,0.5373,0.48076,0.96663,0.99029,0.97693,0.99172,0.92737,0.34854,0.29376,0.88008,0.005347,0.005347,0.005347
49,11281.2,0.53864,0.47783,0.96998,0.98957,0.98149,0.99187,0.92737,0.34433,0.29077,0.87694,0.005248,0.005248,0.005248
50,11474.1,0.52857,0.47076,0.96571,0.99343,0.97795,0.99197,0.93092,0.33915,0.28582,0.87602,0.005149,0.005149,0.005149
51,11667.1,0.52318,0.46509,0.95933,0.99077,0.97977,0.99229,0.93036,0.33732,0.28495,0.8733,0.00505,0.00505,0.00505
52,11859.9,0.52149,0.45917,0.96109,0.98794,0.98439,0.99225,0.93228,0.33557,0.28201,0.87144,0.004951,0.004951,0.004951
53,12052.9,0.51848,0.46073,0.95921,0.9897,0.98247,0.99226,0.93243,0.33342,0.28132,0.87043,0.004852,0.004852,0.004852
54,12245.7,0.51452,0.45322,0.95603,0.99259,0.98267,0.99234,0.93419,0.32644,0.2767,0.8674,0.004753,0.004753,0.004753
55,12438.2,0.51382,0.45087,0.95477,0.98941,0.98589,0.99223,0.93496,0.32644,0.27432,0.86608,0.004654,0.004654,0.004654
56,12631,0.50859,0.44835,0.95408,0.98974,0.98483,0.99223,0.93615,0.32538,0.27049,0.86549,0.004555,0.004555,0.004555
57,12824.1,0.50836,0.44604,0.95034,0.9897,0.98586,0.99257,0.93723,0.31958,0.26779,0.86368,0.004456,0.004456,0.004456
58,13017.1,0.50441,0.44055,0.95287,0.9912,0.98499,0.9929,0.93788,0.3207,0.26801,0.86257,0.004357,0.004357,0.004357
59,13210.5,0.50112,0.43732,0.94653,0.98945,0.98573,0.99297,0.93779,0.31868,0.26449,0.862,0.004258,0.004258,0.004258
60,13403,0.50009,0.43501,0.94753,0.99053,0.9858,0.99277,0.93824,0.31882,0.26272,0.8614,0.004159,0.004159,0.004159
61,13596,0.49285,0.42721,0.9446,0.99194,0.98427,0.99278,0.9394,0.3177,0.26283,0.86037,0.00406,0.00406,0.00406
62,13788.9,0.48893,0.42394,0.93505,0.99166,0.98511,0.9926,0.94059,0.31421,0.25991,0.85884,0.003961,0.003961,0.003961
63,13982,0.48546,0.42187,0.93878,0.99123,0.98632,0.99257,0.94134,0.31238,0.25856,0.85741,0.003862,0.003862,0.003862
64,14174.9,0.47914,0.4147,0.93278,0.98977,0.98776,0.9927,0.94247,0.31062,0.25698,0.85587,0.003763,0.003763,0.003763
65,14367.8,0.48424,0.41707,0.93862,0.99324,0.98462,0.99266,0.94327,0.30768,0.25593,0.85456,0.003664,0.003664,0.003664
66,14560.8,0.47562,0.41335,0.93208,0.99331,0.98532,0.9928,0.94355,0.30458,0.25257,0.85254,0.003565,0.003565,0.003565
67,14753.8,0.47543,0.41016,0.92753,0.99234,0.98506,0.99308,0.94346,0.30522,0.25216,0.85223,0.003466,0.003466,0.003466
68,14946.5,0.47017,0.40781,0.92764,0.99168,0.98661,0.99323,0.94468,0.30229,0.25109,0.85072,0.003367,0.003367,0.003367
69,15139.6,0.46896,0.40249,0.93117,0.98996,0.98915,0.99306,0.94535,0.30062,0.2494,0.84976,0.003268,0.003268,0.003268
70,15332.5,0.45929,0.3996,0.92393,0.99091,0.98964,0.99319,0.94548,0.29925,0.24791,0.84879,0.003169,0.003169,0.003169
71,15525.5,0.45919,0.3923,0.92201,0.99187,0.98919,0.99299,0.94617,0.29769,0.24717,0.84768,0.00307,0.00307,0.00307
72,15718.6,0.45585,0.3911,0.91905,0.99159,0.98968,0.99306,0.94658,0.29638,0.24575,0.84669,0.002971,0.002971,0.002971
73,15911.7,0.45388,0.39194,0.92012,0.99177,0.98942,0.99329,0.947,0.29541,0.24453,0.84596,0.002872,0.002872,0.002872
74,16104.9,0.44938,0.38487,0.9162,0.99157,0.99074,0.99328,0.94729,0.29394,0.24308,0.84482,0.002773,0.002773,0.002773
75,16297.7,0.44355,0.37578,0.91223,0.99152,0.99158,0.99326,0.94803,0.29303,0.24232,0.84437,0.002674,0.002674,0.002674
76,16491,0.44356,0.38428,0.91595,0.9918,0.99065,0.99337,0.94857,0.29213,0.24165,0.84362,0.002575,0.002575,0.002575
77,16683.9,0.43933,0.37626,0.91244,0.99226,0.99137,0.99336,0.94861,0.29094,0.2399,0.84279,0.002476,0.002476,0.002476
78,16876.9,0.43831,0.37908,0.91109,0.99227,0.99057,0.99326,0.94942,0.29003,0.23858,0.84251,0.002377,0.002377,0.002377
79,17069.9,0.43354,0.36975,0.9067,0.99225,0.99072,0.99333,0.94973,0.28925,0.23842,0.84178,0.002278,0.002278,0.002278
80,17262.8,0.43521,0.37356,0.9087,0.99201,0.99154,0.99336,0.9497,0.28817,0.23704,0.84135,0.002179,0.002179,0.002179
81,17457.1,0.42962,0.37004,0.9068,0.99075,0.99234,0.99356,0.94988,0.287,0.23609,0.84079,0.00208,0.00208,0.00208
82,17650.4,0.42662,0.36216,0.90222,0.99069,0.99249,0.9936,0.95036,0.28627,0.23569,0.84016,0.001981,0.001981,0.001981
83,17843.5,0.42227,0.35813,0.90498,0.99151,0.99277,0.99367,0.95018,0.28598,0.23439,0.83981,0.001882,0.001882,0.001882
84,18036.5,0.42057,0.35902,0.89805,0.99134,0.9924,0.99371,0.95085,0.28481,0.2346,0.83908,0.001783,0.001783,0.001783
85,18229.9,0.41386,0.3527,0.89759,0.99133,0.99259,0.99375,0.95142,0.28375,0.23409,0.83841,0.001684,0.001684,0.001684
