epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1765.16,2.94775,10.4604,3.99373,0.15403,0.09886,0.01821,0.01031,1.98755,4.17983,2.91744,0.00332809,0.00332809,0.00332809
2,1925.7,1.73495,6.61181,2.21036,0.1733,0.20066,0.08291,0.04899,1.35568,2.97053,1.8464,0.00659548,0.00659548,0.00659548
3,2084.8,1.33286,4.80523,1.67882,0.15782,0.43922,0.17896,0.13216,1.02973,2.91357,1.47846,0.00979686,0.00979686,0.00979686
4,2242.85,1.15521,3.11724,1.46885,0.27713,0.45687,0.30183,0.22902,0.94149,2.09238,1.37537,0.009703,0.009703,0.009703
5,2400.54,1.06238,2.30815,1.36605,0.36288,0.54527,0.41918,0.33196,0.84465,1.79861,1.29386,0.009604,0.009604,0.009604
6,2558.56,1.00541,1.98178,1.31822,0.5065,0.54397,0.5709,0.45204,0.81308,1.54014,1.26625,0.009505,0.009505,0.009505
7,2716.23,0.955,1.71032,1.28529,0.57667,0.6208,0.62044,0.50077,0.76185,1.38298,1.22587,0.009406,0.009406,0.009406
8,2874.09,0.91413,1.53255,1.25224,0.68059,0.69226,0.73485,0.60418,0.7265,1.2319,1.18998,0.009307,0.009307,0.009307
9,3032.11,0.87846,1.37189,1.22817,0.74021,0.7229,0.80244,0.66691,0.68532,1.09214,1.14357,0.009208,0.009208,0.009208
10,3189.89,0.84366,1.25098,1.19962,0.82302,0.74849,0.857,0.71951,0.65813,0.93848,1.13249,0.009109,0.009109,0.009109
11,3347.94,0.82332,1.16505,1.19036,0.84254,0.80312,0.88758,0.75366,0.63409,0.83873,1.10867,0.00901,0.00901,0.00901
12,3505.82,0.79533,1.07957,1.16023,0.8517,0.81393,0.89764,0.76096,0.61382,0.81398,1.08732,0.008911,0.008911,0.008911
13,3663.82,0.77756,1.02115,1.15393,0.89182,0.82578,0.91497,0.7917,0.58344,0.74656,1.07731,0.008812,0.008812,0.008812
14,3821.41,0.75804,0.95823,1.13283,0.91711,0.85892,0.9353,0.80972,0.56995,0.67886,1.05176,0.008713,0.008713,0.008713
15,3979.23,0.75011,0.92371,1.12267,0.92538,0.86373,0.93883,0.81753,0.557,0.6521,1.04236,0.008614,0.008614,0.008614
16,4136.89,0.73669,0.89576,1.12058,0.94033,0.86565,0.94776,0.81808,0.56868,0.62444,1.05217,0.008515,0.008515,0.008515
17,4294.93,0.72766,0.87008,1.10718,0.94509,0.87398,0.95145,0.83659,0.52203,0.61582,1.02291,0.008416,0.008416,0.008416
18,4452.56,0.71417,0.84964,1.09874,0.9444,0.87385,0.95365,0.84145,0.51798,0.587,1.01661,0.008317,0.008317,0.008317
19,4610.3,0.71139,0.83838,1.09738,0.94462,0.90048,0.96026,0.84593,0.50757,0.55978,1.00234,0.008218,0.008218,0.008218
20,4768.06,0.70249,0.80675,1.0857,0.95484,0.91056,0.96518,0.85572,0.5006,0.54079,0.99195,0.008119,0.008119,0.008119
21,4925.98,0.68592,0.77254,1.07113,0.95374,0.90968,0.9699,0.85517,0.50906,0.53441,1.0017,0.00802,0.00802,0.00802
22,5083.64,0.67373,0.75761,1.0671,0.95132,0.92057,0.97034,0.86503,0.4831,0.51743,0.97988,0.007921,0.007921,0.007921
23,5241.63,0.67502,0.7538,1.06134,0.95886,0.918,0.97182,0.86873,0.47616,0.49983,0.97583,0.007822,0.007822,0.007822
24,5399.1,0.66242,0.72909,1.0524,0.95885,0.9287,0.97548,0.87642,0.46885,0.48153,0.9683,0.007723,0.007723,0.007723
25,5557.06,0.66012,0.72441,1.05305,0.95846,0.93401,0.97756,0.87915,0.45756,0.47354,0.96024,0.007624,0.007624,0.007624
26,5714.8,0.65133,0.71191,1.04674,0.96594,0.9331,0.97574,0.88111,0.45343,0.46276,0.95916,0.007525,0.007525,0.007525
27,5872.51,0.6446,0.69091,1.03934,0.9614,0.94857,0.98044,0.8881,0.43726,0.45034,0.94692,0.007426,0.007426,0.007426
28,6030.45,0.63404,0.67614,1.03369,0.97047,0.94864,0.98011,0.89138,0.43128,0.43522,0.94246,0.007327,0.007327,0.007327
29,6188.21,0.63237,0.67379,1.02987,0.98094,0.9487,0.98254,0.89085,0.4369,0.43449,0.94225,0.007228,0.007228,0.007228
30,6346,0.63027,0.67379,1.02708,0.97428,0.94991,0.98325,0.89375,0.43024,0.42485,0.93695,0.007129,0.007129,0.007129
31,6503.71,0.62359,0.66746,1.02665,0.97457,0.95025,0.98416,0.90095,0.41973,0.41304,0.93002,0.00703,0.00703,0.00703
32,6661.73,0.62048,0.64003,1.0215,0.98019,0.95067,0.98384,0.89741,0.42493,0.41044,0.93163,0.006931,0.006931,0.006931
33,6819.63,0.61936,0.64278,1.02273,0.97934,0.95671,0.9858,0.90354,0.41102,0.40044,0.92521,0.006832,0.006832,0.006832
34,6977.59,0.61288,0.63284,1.01205,0.97318,0.96006,0.98476,0.90371,0.4095,0.39654,0.92245,0.006733,0.006733,0.006733
35,7135.4,0.61128,0.632,1.01302,0.97859,0.96094,0.98685,0.90813,0.4017,0.39032,0.91656,0.006634,0.006634,0.006634
36,7293.65,0.60281,0.62211,1.00713,0.98153,0.96231,0.98688,0.90874,0.39847,0.38747,0.91486,0.006535,0.006535,0.006535
37,7451.4,0.59465,0.60157,1.00363,0.97899,0.96668,0.98799,0.91126,0.39511,0.3762,0.91212,0.006436,0.006436,0.006436
38,7609.63,0.59747,0.6022,1.00466,0.98146,0.96213,0.98866,0.91423,0.38866,0.37165,0.90703,0.006337,0.006337,0.006337
39,7767.53,0.588,0.60018,0.99618,0.97901,0.96575,0.988,0.91215,0.39173,0.36903,0.90786,0.006238,0.006238,0.006238
40,7925.65,0.58598,0.59075,0.99828,0.98417,0.96667,0.98902,0.91698,0.38162,0.35913,0.90225,0.006139,0.006139,0.006139
41,8083.7,0.58579,0.58389,0.99186,0.98651,0.9672,0.98945,0.91829,0.37703,0.35367,0.89698,0.00604,0.00604,0.00604
42,8241.6,0.58334,0.58746,0.99387,0.98504,0.96976,0.9896,0.92051,0.37067,0.35094,0.89637,0.005941,0.005941,0.005941
43,8399.42,0.57792,0.56808,0.98843,0.98915,0.96947,0.98976,0.91987,0.37151,0.34814,0.89531,0.005842,0.005842,0.005842
44,8557.22,0.5731,0.56927,0.98703,0.98695,0.96681,0.99,0.92019,0.36922,0.34713,0.89383,0.005743,0.005743,0.005743
45,8715.02,0.57201,0.56227,0.9857,0.98884,0.96622,0.98979,0.92171,0.36894,0.34195,0.8941,0.005644,0.005644,0.005644
